Gene1,Gene2,EdgeWeight
TRP53,COPB1,-3.5145713090896606
TRP53,IER2,-3.679898977279663
TRP53,GCNT2,-3.5586185455322266
TRP53,PDIA6,-4.987265110015869
TRP53,KCTD10,-3.4841678142547607
TRP53,CHD4,-5.532585620880127
TRP53,APPBP2,-4.781891107559204
TRP53,NRF1,-6.010879993438721
TRP53,TMEM30A,-2.1251723766326904
TRP53,SNRPN,-4.486103534698486
TRP53,AKT1,-5.087286949157715
TRP53,DMAP1,-4.149571418762207
TRP53,FKBP9,-2.505647897720337
TRP53,FN1,-4.120832085609436
TRP53,COBL,-4.47965145111084
TRP53,PCOLCE,-6.238682270050049
TRP53,ZFHX3,-2.1257483959198
TRP53,UBQLN2,-3.382592558860779
TRP53,GNS,-4.322874307632446
TRP53,TMEM214,-0.9521413147449493
TRP53,XBP1,-3.6547271013259888
TRP53,CBX8,-2.266960561275482
TRP53,OGT,-4.135769605636597
TRP53,SELENON,-2.894392728805542
TRP53,COTL1,-5.072603702545166
TRP53,SUPT5,-2.6386916637420654
TRP53,CMKLR1,-2.6628119945526123
TRP53,NAA10,-4.428015470504761
TRP53,SELENOM,-2.9845242500305176
TRP53,RAD23B,-3.5169512033462524
TRP53,NMNAT2,-5.636689901351929
TRP53,SH3GLB1,-2.283920407295227
TRP53,HMGA1,-5.4078474044799805
TRP53,PECAM1,-2.0522283911705017
TRP53,EPOP,-4.610755443572998
TRP53,PCOLCE2,1.1149695217609406
TRP53,PDIA3,1.6315972805023193
TRP53,MAGED1,-1.1043642163276672
TRP53,MFSD1,1.2008721232414246
TRP53,ELL2,-1.173328936100006
TRP53,TGOLN1,0.6083030551671982
TRP53,AVG,-4.568850517272949
ADGRA2,GATA4,-5.548811912536621
ADGRA2,HDAC2,-4.466540813446045
ADGRA2,HDAC3,-5.26655125617981
ADGRA2,EIF2S2,-6.516291618347168
ADGRA2,TXNDC5,-4.395456790924072
ADGRA2,SEC24A,-6.8466551303863525
ADGRA2,TRP53,-5.146553993225098
ADGRA2,ADGRA2,-10.281707286834717
ADGRA2,RAF1,-5.945209741592407
ADGRA2,TMEM9B,-5.2241106033325195
ADGRA2,RAD21,-5.547747611999512
ADGRA2,TIMP3,-4.903358459472656
ADGRA2,FAM114A1,-5.8757100105285645
ADGRA2,PDGFRA,-6.104070663452148
ADGRA2,GLI1,-6.304691314697266
ADGRA2,RFFL,-5.986541986465454
ADGRA2,TMEM59,-5.296356439590454
ADGRA2,GDPD5,-7.16912317276001
ADGRA2,RBPMS2,-6.959928512573242
ADGRA2,SERPINH1,-6.1914427280426025
ADGRA2,FGF10,-5.616427421569824
ADGRA2,RAB2A,-5.456162452697754
ADGRA2,SEC11A,-6.448643445968628
ADGRA2,OOEP,-6.364705562591553
ADGRA2,GLIPR2,-4.273716688156128
ADGRA2,CHD7,-4.621666431427002
ADGRA2,KAT5,-3.645350217819214
ADGRA2,GHR,-2.9798048734664917
ADGRA2,NACC1,-5.806266784667969
ADGRA2,GOT1,-3.7183122634887695
ADGRA2,PXDN,-6.625797271728516
ADGRA2,RCC2,-5.6592888832092285
ADGRA2,APEX1,-3.2182421684265137
ADGRA2,NFYA,-3.732736110687256
ADGRA2,MYDGF,-3.807229995727539
ADGRA2,TDH,-5.624562740325928
ADGRA2,JARID2,-5.30861759185791
ADGRA2,ZIC3,-4.049082517623901
ADGRA2,SURF4,-7.0945141315460205
ADGRA2,DERL1,-6.24647331237793
ADGRA2,RIF1,-5.305189847946167
ADGRA2,NELFA,-3.6557506322860718
ADGRA2,DPF2,-5.469863653182983
ADGRA2,THAP11,-5.668326377868652
ADGRA2,GGA2,-5.405793905258179
ADGRA2,TCF15,-6.197430610656738
ADGRA2,GFPT2,-4.446615219116211
ADGRA2,PDE4DIP,-7.149019241333008
ADGRA2,CHST15,-6.999157905578613
ADGRA2,UBTF,-5.445340394973755
ADGRA2,CARHSP1,-5.675446033477783
ADGRA2,FBXW8,-6.380711317062378
ADGRA2,GNAI3,-6.772762298583984
ADGRA2,MRAS,-3.7527942657470703
ADGRA2,KLF5,-4.455155611038208
ADGRA2,GABBR1,-4.2896236181259155
ADGRA2,KLF4,-4.030228853225708
ADGRA2,SPARC,-6.400036573410034
ADGRA2,EHMT2,-4.903987884521484
ADGRA2,COPB1,-5.980184316635132
ADGRA2,IER2,-7.109685659408569
ADGRA2,GCNT2,-6.7411885261535645
ADGRA2,PDIA6,-5.155161619186401
ADGRA2,KCTD10,-4.285713791847229
ADGRA2,CHD4,-7.0392491817474365
ADGRA2,APPBP2,-4.589288949966431
ADGRA2,NRF1,-2.709878921508789
ADGRA2,TMEM30A,-3.871738314628601
ADGRA2,SNRPN,-4.135913610458374
ADGRA2,AKT1,-4.24417781829834
ADGRA2,DMAP1,-6.449038982391357
ADGRA2,FKBP9,-6.32705545425415
ADGRA2,FN1,-4.841123104095459
ADGRA2,COBL,-5.722694158554077
ADGRA2,PCOLCE,-6.307220697402954
ADGRA2,ZFHX3,-5.841381788253784
ADGRA2,UBQLN2,-5.8899407386779785
ADGRA2,GNS,-5.572694778442383
ADGRA2,TMEM214,-6.694581747055054
ADGRA2,XBP1,-4.817060470581055
ADGRA2,CBX8,-7.104040145874023
ADGRA2,OGT,-4.478353023529053
ADGRA2,SELENON,-6.062833786010742
ADGRA2,COTL1,-3.706661581993103
ADGRA2,SUPT5,-3.26101553440094
ADGRA2,CMKLR1,-4.608919620513916
ADGRA2,NAA10,-4.802224636077881
ADGRA2,SELENOM,-5.721015453338623
ADGRA2,RAD23B,-4.333695888519287
ADGRA2,NMNAT2,-6.409875392913818
ADGRA2,SH3GLB1,-4.797159910202026
ADGRA2,HMGA1,-4.829517602920532
ADGRA2,PECAM1,-5.261594295501709
ADGRA2,EPOP,-10.097911357879639
ADGRA2,PCOLCE2,-9.66237735748291
ADGRA2,PDIA3,-10.807741165161133
ADGRA2,MAGED1,-9.784738540649414
ADGRA2,MFSD1,-10.550571918487549
ADGRA2,ELL2,-9.73648977279663
ADGRA2,TGOLN1,-10.8084397315979
ADGRA2,AVG,-26.840410232543945
RAF1,GATA4,-7.160372972488403
RAF1,HDAC2,-4.505158424377441
RAF1,HDAC3,-4.792343616485596
RAF1,EIF2S2,-3.508083462715149
RAF1,TXNDC5,-4.1864447593688965
RAF1,SEC24A,-4.7501420974731445
RAF1,TRP53,-3.7671419382095337
RAF1,ADGRA2,-3.9291701316833496
RAF1,RAF1,-5.264822959899902
RAF1,TMEM9B,-3.823697566986084
RAF1,RAD21,-2.274226427078247
RAF1,TIMP3,-3.1969165802001953
RAF1,FAM114A1,-4.367083549499512
RAF1,PDGFRA,-6.576876878738403
RAF1,GLI1,-6.0551230907440186
RAF1,RFFL,-2.3808319568634033
RAF1,TMEM59,-5.018634796142578
RAF1,GDPD5,-6.16063928604126
RAF1,RBPMS2,-3.789415121078491
RAF1,SERPINH1,-5.69081974029541
RAF1,FGF10,-3.649320125579834
RAF1,RAB2A,-3.9938292503356934
RAF1,SEC11A,-4.4204113483428955
RAF1,OOEP,-2.2045702934265137
RAF1,GLIPR2,-4.143156886100769
RAF1,CHD7,-1.8111950159072876
RAF1,KAT5,-0.7457185089588165
RAF1,GHR,-2.445832133293152
RAF1,NACC1,-4.617982387542725
RAF1,GOT1,-4.033544540405273
RAF1,PXDN,-2.0654561519622803
RAF1,RCC2,-4.3714728355407715
RAF1,APEX1,-3.1646541357040405
RAF1,NFYA,-1.4969146847724915
RAF1,MYDGF,-6.077730894088745
RAF1,TDH,-3.509117007255554
RAF1,JARID2,-1.8500380516052246
RAF1,ZIC3,-1.8701136708259583
RAF1,SURF4,-5.184276819229126
RAF1,DERL1,-5.611054420471191
RAF1,RIF1,-4.14603853225708
RAF1,NELFA,-4.2053749561309814
RAF1,DPF2,-2.01074755191803
RAF1,THAP11,0.2557884603738785
RAF1,GGA2,-2.580811023712158
RAF1,TCF15,-3.7149147987365723
RAF1,GFPT2,-4.913511037826538
RAF1,PDE4DIP,-5.3703577518463135
RAF1,CHST15,-2.557753086090088
RAF1,UBTF,-3.740653395652771
RAF1,CARHSP1,-2.209362804889679
RAF1,FBXW8,-3.1610469818115234
RAF1,GNAI3,-5.3126771450042725
RAF1,MRAS,-4.122206449508667
RAF1,KLF5,-5.446428537368774
RAF1,GABBR1,-3.1713385581970215
RAF1,KLF4,-2.327068567276001
RAF1,SPARC,-2.3883363008499146
RAF1,EHMT2,-5.89533543586731
RAF1,COPB1,-5.1890177726745605
RAF1,IER2,-3.03510844707489
RAF1,GCNT2,-4.194519877433777
RAF1,PDIA6,-5.514671802520752
RAF1,KCTD10,-2.772147059440613
RAF1,CHD4,-2.189171075820923
RAF1,APPBP2,-4.447904586791992
RAF1,NRF1,-3.1083725690841675
RAF1,TMEM30A,-3.894466996192932
RAF1,SNRPN,-1.4999537467956543
RAF1,AKT1,-4.431989908218384
RAF1,DMAP1,0.4652865082025528
RAF1,FKBP9,-5.254461765289307
RAF1,FN1,-4.868325710296631
RAF1,COBL,-5.130836009979248
RAF1,PCOLCE,-5.050991058349609
RAF1,ZFHX3,-2.286446213722229
RAF1,UBQLN2,-2.3264288902282715
RAF1,GNS,-2.8416502475738525
RAF1,TMEM214,-4.073944568634033
RAF1,XBP1,-3.775004029273987
RAF1,CBX8,-3.317781925201416
RAF1,OGT,-4.4723029136657715
RAF1,SELENON,-3.3791897296905518
RAF1,COTL1,-3.7154370546340942
RAF1,SUPT5,-3.586702585220337
RAF1,CMKLR1,-2.8616299629211426
RAF1,NAA10,-3.7120115756988525
RAF1,SELENOM,-1.7417789697647095
RAF1,RAD23B,-2.1695693731307983
RAF1,NMNAT2,-5.079390525817871
RAF1,SH3GLB1,-3.938888430595398
RAF1,HMGA1,-1.2081595063209534
RAF1,PECAM1,-0.4092555195093155
RAF1,EPOP,3.819441795349121
RAF1,PCOLCE2,-0.5654640942811966
RAF1,PDIA3,-0.17817455902695656
RAF1,MAGED1,1.5013288855552673
RAF1,MFSD1,1.5182029604911804
RAF1,ELL2,3.272213935852051
RAF1,TGOLN1,0.5916163325309753
RAF1,AVG,1.6508229970932007
TMEM9B,GATA4,-7.059927940368652
TMEM9B,HDAC2,-6.42432975769043
TMEM9B,HDAC3,-7.408437013626099
TMEM9B,EIF2S2,-7.607480049133301
TMEM9B,TXNDC5,-7.028367042541504
TMEM9B,SEC24A,-5.552054166793823
TMEM9B,TRP53,-4.73844051361084
TMEM9B,ADGRA2,-4.9824652671813965
TMEM9B,RAF1,-4.356013774871826
TMEM9B,TMEM9B,-7.292342662811279
TMEM9B,RAD21,-5.913864374160767
TMEM9B,TIMP3,-4.054260611534119
TMEM9B,FAM114A1,-6.404726028442383
TMEM9B,PDGFRA,-4.261663317680359
TMEM9B,GLI1,-5.480090379714966
TMEM9B,RFFL,-4.585664987564087
TMEM9B,TMEM59,-7.64655613899231
TMEM9B,GDPD5,-3.6618010997772217
TMEM9B,RBPMS2,-6.960679054260254
TMEM9B,SERPINH1,-0.9977250397205353
TMEM9B,FGF10,-4.078695297241211
TMEM9B,RAB2A,-4.94704532623291
TMEM9B,SEC11A,-6.024548768997192
TMEM9B,OOEP,-6.030330419540405
TMEM9B,GLIPR2,-3.8118107318878174
TMEM9B,CHD7,-6.892091751098633
TMEM9B,KAT5,-3.8077831268310547
TMEM9B,GHR,-4.1898512840271
TMEM9B,NACC1,-6.100223064422607
TMEM9B,GOT1,-6.156259536743164
TMEM9B,PXDN,-3.157761573791504
TMEM9B,RCC2,-8.025659084320068
TMEM9B,APEX1,-7.118520975112915
TMEM9B,NFYA,-4.152556896209717
TMEM9B,MYDGF,-5.065624713897705
TMEM9B,TDH,-6.268828630447388
TMEM9B,JARID2,-7.225233554840088
TMEM9B,ZIC3,-4.794534206390381
TMEM9B,SURF4,-4.879137992858887
TMEM9B,DERL1,-5.649317264556885
TMEM9B,RIF1,-6.189425706863403
TMEM9B,NELFA,-6.857547044754028
TMEM9B,DPF2,-6.635688304901123
TMEM9B,THAP11,-4.7222583293914795
TMEM9B,GGA2,-6.905519247055054
TMEM9B,TCF15,-6.305440425872803
TMEM9B,GFPT2,-7.234048366546631
TMEM9B,PDE4DIP,-4.960541009902954
TMEM9B,CHST15,-4.328599214553833
TMEM9B,UBTF,-6.357977867126465
TMEM9B,CARHSP1,-5.263197183609009
TMEM9B,FBXW8,-7.643176794052124
TMEM9B,GNAI3,-4.283021688461304
TMEM9B,MRAS,-5.677883625030518
TMEM9B,KLF5,-4.7895519733428955
TMEM9B,GABBR1,-4.439068794250488
TMEM9B,KLF4,-4.493917226791382
TMEM9B,SPARC,-5.652470588684082
TMEM9B,EHMT2,-4.367966890335083
TMEM9B,COPB1,-6.121874809265137
TMEM9B,IER2,-5.768193483352661
TMEM9B,GCNT2,-6.323185205459595
TMEM9B,PDIA6,-5.139988422393799
TMEM9B,KCTD10,-4.539787769317627
TMEM9B,CHD4,-5.013113498687744
TMEM9B,APPBP2,-6.860439777374268
TMEM9B,NRF1,-3.1059622764587402
TMEM9B,TMEM30A,-5.159761190414429
TMEM9B,SNRPN,-4.466709136962891
TMEM9B,AKT1,-5.450751781463623
TMEM9B,DMAP1,-1.3246252536773682
TMEM9B,FKBP9,-6.9342262744903564
TMEM9B,FN1,-5.7396016120910645
TMEM9B,COBL,-7.340888500213623
TMEM9B,PCOLCE,-6.285735607147217
TMEM9B,ZFHX3,-5.482844829559326
TMEM9B,UBQLN2,-4.893640756607056
TMEM9B,GNS,-5.478527784347534
TMEM9B,TMEM214,-6.878576755523682
TMEM9B,XBP1,-5.688358306884766
TMEM9B,CBX8,-6.469991683959961
TMEM9B,OGT,-4.701454401016235
TMEM9B,SELENON,-7.665642499923706
TMEM9B,COTL1,-5.700937509536743
TMEM9B,SUPT5,-6.162511587142944
TMEM9B,CMKLR1,-6.0096189975738525
TMEM9B,NAA10,-6.427123308181763
TMEM9B,SELENOM,-6.244412422180176
TMEM9B,RAD23B,-5.911798477172852
TMEM9B,NMNAT2,-5.123182773590088
TMEM9B,SH3GLB1,-5.648054599761963
TMEM9B,HMGA1,-10.753929615020752
TMEM9B,PECAM1,-12.3878493309021
TMEM9B,EPOP,-11.867956161499023
TMEM9B,PCOLCE2,-10.854372501373291
TMEM9B,PDIA3,-12.883715152740479
TMEM9B,MAGED1,-12.389359951019287
TMEM9B,MFSD1,-11.669384956359863
TMEM9B,ELL2,-12.071354389190674
TMEM9B,TGOLN1,-11.75816535949707
TMEM9B,AVG,-15.577840328216553
RAD21,GATA4,-7.813557386398315
RAD21,HDAC2,-6.300808906555176
RAD21,HDAC3,-4.662271976470947
RAD21,EIF2S2,-5.4682676792144775
RAD21,TXNDC5,-2.5886476039886475
RAD21,SEC24A,-5.9943296909332275
RAD21,TRP53,-3.763110637664795
RAD21,ADGRA2,-3.4637649059295654
RAD21,RAF1,-3.425621509552002
RAD21,TMEM9B,1.507235050201416
RAD21,RAD21,-6.295910835266113
RAD21,TIMP3,-1.6439096927642822
RAD21,FAM114A1,-2.409227967262268
RAD21,PDGFRA,-5.680089950561523
RAD21,GLI1,-6.046205043792725
RAD21,RFFL,-2.575646758079529
RAD21,TMEM59,-3.3570473194122314
RAD21,GDPD5,-5.193348169326782
RAD21,RBPMS2,-4.2576422691345215
RAD21,SERPINH1,-5.886253118515015
RAD21,FGF10,-3.143951654434204
RAD21,RAB2A,0.07000063359737396
RAD21,SEC11A,-2.5823200941085815
RAD21,OOEP,-4.3085856437683105
RAD21,GLIPR2,-6.132590293884277
RAD21,CHD7,-4.7446064949035645
RAD21,KAT5,-2.3512966632843018
RAD21,GHR,-1.279632568359375
RAD21,NACC1,-6.454688787460327
RAD21,GOT1,-4.273802757263184
RAD21,PXDN,-4.652357578277588
RAD21,RCC2,-4.78708291053772
RAD21,APEX1,-3.2490856647491455
RAD21,NFYA,-1.048603743314743
RAD21,MYDGF,-1.9572324752807617
RAD21,TDH,-4.0025951862335205
RAD21,JARID2,-4.970551013946533
RAD21,ZIC3,-4.466463088989258
RAD21,SURF4,-4.1324968338012695
RAD21,DERL1,-1.5631631016731262
RAD21,RIF1,-3.32763934135437
RAD21,NELFA,-5.848117828369141
RAD21,DPF2,-4.302843332290649
RAD21,THAP11,-4.711296558380127
RAD21,GGA2,-1.7809715867042542
RAD21,TCF15,-4.398391246795654
RAD21,GFPT2,-3.6150190830230713
RAD21,PDE4DIP,-0.6598625481128693
RAD21,CHST15,-1.4321221113204956
RAD21,UBTF,-4.600099802017212
RAD21,CARHSP1,-1.481552541255951
RAD21,FBXW8,-2.9985568523406982
RAD21,GNAI3,-2.047202169895172
RAD21,MRAS,-3.889912962913513
RAD21,KLF5,-3.066198706626892
RAD21,GABBR1,-3.9675804376602173
RAD21,KLF4,-4.943041563034058
RAD21,SPARC,-2.0494489073753357
RAD21,EHMT2,-4.885134935379028
RAD21,COPB1,-3.67049503326416
RAD21,IER2,-4.366247177124023
RAD21,GCNT2,-2.269816219806671
RAD21,PDIA6,-4.883061408996582
RAD21,KCTD10,-1.654127299785614
RAD21,CHD4,-3.4153807163238525
RAD21,APPBP2,0.32927856035530567
RAD21,NRF1,-2.1876906156539917
RAD21,TMEM30A,-4.051542282104492
RAD21,SNRPN,-2.474695086479187
RAD21,AKT1,-3.410731792449951
RAD21,DMAP1,-2.7071692943573
RAD21,FKBP9,-1.0718794465065002
RAD21,FN1,-6.343132734298706
RAD21,COBL,-5.236527442932129
RAD21,PCOLCE,-5.170413017272949
RAD21,ZFHX3,-2.8125804662704468
RAD21,UBQLN2,-4.3453826904296875
RAD21,GNS,-2.8769878149032593
RAD21,TMEM214,-1.3630024790763855
RAD21,XBP1,-3.8140218257904053
RAD21,CBX8,-1.5765222311019897
RAD21,OGT,-4.9998133182525635
RAD21,SELENON,-1.6839916110038757
RAD21,COTL1,-5.592019081115723
RAD21,SUPT5,-4.261013031005859
RAD21,CMKLR1,-4.7733848094940186
RAD21,NAA10,-2.675757646560669
RAD21,SELENOM,-3.6420650482177734
RAD21,RAD23B,-5.312996864318848
RAD21,NMNAT2,-3.1508865356445312
RAD21,SH3GLB1,1.6576069593429565
RAD21,HMGA1,1.8315219283103943
RAD21,PECAM1,-0.281734824180603
RAD21,EPOP,-2.547174334526062
RAD21,PCOLCE2,1.895854115486145
RAD21,PDIA3,1.758116066455841
RAD21,MAGED1,3.04030442237854
RAD21,MFSD1,-0.05826862156391144
RAD21,ELL2,1.7559857964515686
RAD21,TGOLN1,1.8684818744659424
RAD21,AVG,0.23633676767349243
TIMP3,GATA4,-4.521517276763916
TIMP3,HDAC2,-5.807498216629028
TIMP3,HDAC3,-4.2150421142578125
TIMP3,EIF2S2,-8.091011762619019
TIMP3,TXNDC5,-4.6004719734191895
TIMP3,SEC24A,-6.515712022781372
TIMP3,TRP53,-6.641453981399536
TIMP3,ADGRA2,-6.839064836502075
TIMP3,RAF1,-3.761498212814331
TIMP3,TMEM9B,-4.066823720932007
TIMP3,RAD21,-5.471875190734863
TIMP3,TIMP3,-6.63742208480835
TIMP3,FAM114A1,-5.459200382232666
TIMP3,PDGFRA,-4.805332899093628
TIMP3,GLI1,-7.904417514801025
TIMP3,RFFL,-6.837401628494263
TIMP3,TMEM59,-5.8412816524505615
TIMP3,GDPD5,-4.8930888175964355
TIMP3,RBPMS2,-7.3078882694244385
TIMP3,SERPINH1,-6.149914264678955
TIMP3,FGF10,-4.288013696670532
TIMP3,RAB2A,-5.805617809295654
TIMP3,SEC11A,-7.022465229034424
TIMP3,OOEP,-6.456208229064941
TIMP3,GLIPR2,-8.221380710601807
TIMP3,CHD7,-5.458280324935913
TIMP3,KAT5,-2.7500996589660645
TIMP3,GHR,-5.318938732147217
TIMP3,NACC1,-5.945412874221802
TIMP3,GOT1,-7.240209341049194
TIMP3,PXDN,-7.422077417373657
TIMP3,RCC2,-6.014315128326416
TIMP3,APEX1,-5.855297803878784
TIMP3,NFYA,-5.7963128089904785
TIMP3,MYDGF,-6.5128748416900635
TIMP3,TDH,-5.85556173324585
TIMP3,JARID2,-6.93511962890625
TIMP3,ZIC3,-4.6111438274383545
TIMP3,SURF4,-7.0262041091918945
TIMP3,DERL1,-7.729190111160278
TIMP3,RIF1,-4.763892412185669
TIMP3,NELFA,-4.729063510894775
TIMP3,DPF2,-5.451642036437988
TIMP3,THAP11,-2.110370635986328
TIMP3,GGA2,-4.465660333633423
TIMP3,TCF15,-7.20824670791626
TIMP3,GFPT2,-5.777644634246826
TIMP3,PDE4DIP,-5.799425840377808
TIMP3,CHST15,-4.479743957519531
TIMP3,UBTF,-7.2546610832214355
TIMP3,CARHSP1,-6.6653969287872314
TIMP3,FBXW8,-6.751621961593628
TIMP3,GNAI3,-7.03815484046936
TIMP3,MRAS,-3.8513333797454834
TIMP3,KLF5,-8.0005784034729
TIMP3,GABBR1,-3.6218987703323364
TIMP3,KLF4,-5.159208059310913
TIMP3,SPARC,-4.583424091339111
TIMP3,EHMT2,-4.753829002380371
TIMP3,COPB1,-4.4056313037872314
TIMP3,IER2,-6.421902179718018
TIMP3,GCNT2,-7.588153123855591
TIMP3,PDIA6,-5.3485352993011475
TIMP3,KCTD10,-5.128423452377319
TIMP3,CHD4,-5.668921709060669
TIMP3,APPBP2,-4.194970607757568
TIMP3,NRF1,-5.501156806945801
TIMP3,TMEM30A,-6.692227840423584
TIMP3,SNRPN,-5.624671697616577
TIMP3,AKT1,-4.5247204303741455
TIMP3,DMAP1,-5.975297212600708
TIMP3,FKBP9,-5.2373340129852295
TIMP3,FN1,-5.782512664794922
TIMP3,COBL,-6.803261756896973
TIMP3,PCOLCE,-6.228775262832642
TIMP3,ZFHX3,-6.193053722381592
TIMP3,UBQLN2,-4.234077215194702
TIMP3,GNS,-5.1997246742248535
TIMP3,TMEM214,-6.515427112579346
TIMP3,XBP1,-7.3941240310668945
TIMP3,CBX8,-4.110121846199036
TIMP3,OGT,-6.991519212722778
TIMP3,SELENON,-5.9692840576171875
TIMP3,COTL1,-5.192286252975464
TIMP3,SUPT5,-4.965580463409424
TIMP3,CMKLR1,-5.728960275650024
TIMP3,NAA10,-4.870035886764526
TIMP3,SELENOM,-4.266870737075806
TIMP3,RAD23B,-4.400707960128784
TIMP3,NMNAT2,-5.3722991943359375
TIMP3,SH3GLB1,-3.5282853841781616
TIMP3,HMGA1,-4.138352155685425
TIMP3,PECAM1,-6.0482447147369385
TIMP3,EPOP,-4.680588245391846
TIMP3,PCOLCE2,-3.424759030342102
TIMP3,PDIA3,-6.002376079559326
TIMP3,MAGED1,-2.334273099899292
TIMP3,MFSD1,-5.44554328918457
TIMP3,ELL2,-5.566938161849976
TIMP3,TGOLN1,-2.2049942016601562
TIMP3,AVG,-7.739599227905273
FAM114A1,GATA4,-4.312955379486084
FAM114A1,HDAC2,-5.095224142074585
FAM114A1,HDAC3,-3.860900640487671
FAM114A1,EIF2S2,-7.235342264175415
FAM114A1,TXNDC5,-4.687879800796509
FAM114A1,SEC24A,-6.777356863021851
FAM114A1,TRP53,-7.556614637374878
FAM114A1,ADGRA2,-5.57608699798584
FAM114A1,RAF1,-4.6113574504852295
FAM114A1,TMEM9B,-4.4559807777404785
FAM114A1,RAD21,-4.960333824157715
FAM114A1,TIMP3,-2.279904842376709
FAM114A1,FAM114A1,-8.927860736846924
FAM114A1,PDGFRA,-6.391503810882568
FAM114A1,GLI1,-5.298209190368652
FAM114A1,RFFL,-6.355750560760498
FAM114A1,TMEM59,-4.473479747772217
FAM114A1,GDPD5,-3.7218780517578125
FAM114A1,RBPMS2,-4.670860528945923
FAM114A1,SERPINH1,-3.74313747882843
FAM114A1,FGF10,-4.199902057647705
FAM114A1,RAB2A,-3.8202112913131714
FAM114A1,SEC11A,-5.3684303760528564
FAM114A1,OOEP,-8.091305494308472
FAM114A1,GLIPR2,-4.542927026748657
FAM114A1,CHD7,-4.938791036605835
FAM114A1,KAT5,-2.2209004759788513
FAM114A1,GHR,-3.8116685152053833
FAM114A1,NACC1,-7.633222818374634
FAM114A1,GOT1,-6.263388395309448
FAM114A1,PXDN,-3.2003605365753174
FAM114A1,RCC2,-7.157685995101929
FAM114A1,APEX1,-2.481550693511963
FAM114A1,NFYA,-6.580448627471924
FAM114A1,MYDGF,-3.612321138381958
FAM114A1,TDH,-7.323493480682373
FAM114A1,JARID2,-5.2199084758758545
FAM114A1,ZIC3,-5.90778112411499
FAM114A1,SURF4,-5.028122425079346
FAM114A1,DERL1,-3.359637141227722
FAM114A1,RIF1,-4.746716737747192
FAM114A1,NELFA,-5.218729257583618
FAM114A1,DPF2,-4.6929030418396
FAM114A1,THAP11,-5.810222387313843
FAM114A1,GGA2,-6.949943542480469
FAM114A1,TCF15,-4.850602626800537
FAM114A1,GFPT2,-7.583680152893066
FAM114A1,PDE4DIP,-5.591863632202148
FAM114A1,CHST15,-5.88050389289856
FAM114A1,UBTF,-5.0370659828186035
FAM114A1,CARHSP1,-3.882410407066345
FAM114A1,FBXW8,-3.3257967233657837
FAM114A1,GNAI3,-6.384986162185669
FAM114A1,MRAS,-6.576936721801758
FAM114A1,KLF5,-5.593994140625
FAM114A1,GABBR1,-4.610312223434448
FAM114A1,KLF4,-1.7674977779388428
FAM114A1,SPARC,-3.8848642110824585
FAM114A1,EHMT2,-7.372161865234375
FAM114A1,COPB1,-4.5391845703125
FAM114A1,IER2,-6.504899740219116
FAM114A1,GCNT2,-5.8947131633758545
FAM114A1,PDIA6,-3.1924169063568115
FAM114A1,KCTD10,-3.7267152070999146
FAM114A1,CHD4,-6.000243425369263
FAM114A1,APPBP2,-3.513936996459961
FAM114A1,NRF1,-3.627875328063965
FAM114A1,TMEM30A,-5.035493850708008
FAM114A1,SNRPN,-4.981779336929321
FAM114A1,AKT1,-5.647510766983032
FAM114A1,DMAP1,-6.966010332107544
FAM114A1,FKBP9,-5.920641183853149
FAM114A1,FN1,-7.0139548778533936
FAM114A1,COBL,-5.765841007232666
FAM114A1,PCOLCE,-6.84004545211792
FAM114A1,ZFHX3,-3.8979382514953613
FAM114A1,UBQLN2,-4.293444871902466
FAM114A1,GNS,-4.313931941986084
FAM114A1,TMEM214,-6.96929144859314
FAM114A1,XBP1,-6.14525294303894
FAM114A1,CBX8,-6.175252914428711
FAM114A1,OGT,-3.8255417346954346
FAM114A1,SELENON,-7.002292633056641
FAM114A1,COTL1,-3.6586514711380005
FAM114A1,SUPT5,-5.347771644592285
FAM114A1,CMKLR1,-4.670253276824951
FAM114A1,NAA10,-4.7834131717681885
FAM114A1,SELENOM,-5.63831090927124
FAM114A1,RAD23B,-5.351852178573608
FAM114A1,NMNAT2,-7.833485841751099
FAM114A1,SH3GLB1,-4.5102150440216064
FAM114A1,HMGA1,-4.390327453613281
FAM114A1,PECAM1,-6.960800886154175
FAM114A1,EPOP,-8.497731685638428
FAM114A1,PCOLCE2,-4.294632911682129
FAM114A1,PDIA3,-7.306927680969238
FAM114A1,MAGED1,-6.026485919952393
FAM114A1,MFSD1,-5.955439329147339
FAM114A1,ELL2,-5.724520206451416
FAM114A1,TGOLN1,-4.910930395126343
FAM114A1,AVG,-14.301456928253174
PDGFRA,GATA4,-6.909251689910889
PDGFRA,HDAC2,-5.04000186920166
PDGFRA,HDAC3,-4.0705366134643555
PDGFRA,EIF2S2,-4.601201057434082
PDGFRA,TXNDC5,-3.095677614212036
PDGFRA,SEC24A,-4.31022572517395
PDGFRA,TRP53,-4.0485934019088745
PDGFRA,ADGRA2,-5.903278350830078
PDGFRA,RAF1,-3.257172703742981
PDGFRA,TMEM9B,-4.072311639785767
PDGFRA,RAD21,-4.341784477233887
PDGFRA,TIMP3,-4.646355867385864
PDGFRA,FAM114A1,-5.382907152175903
PDGFRA,PDGFRA,-7.169506072998047
PDGFRA,GLI1,-6.753967046737671
PDGFRA,RFFL,-4.339646339416504
PDGFRA,TMEM59,-3.1025136709213257
